time, count
918,1
920,1
921,1
923,3
924,1
928,2
929,2
930,1
931,2
932,1
934,1
935,2
936,1
938,1
939,2
940,1
942,1
944,1
947,2
949,1
951,2
953,2
955,1
957,1
959,3
961,1
963,2
964,1
965,1
966,1
968,1
973,1
974,1
977,3
978,1
979,3
980,1
981,1
982,1
983,1
990,1
994,1
998,2
999,1
1004,1
1006,1
1007,1
1008,1
1009,1
1011,1
1012,1
1016,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1025,2
1026,2
1027,1
1028,2
1031,2
1033,1
1036,2
1037,2
1038,1
1042,1
1043,3
1046,2
1047,2
1048,2
1049,1
1050,2
1052,1
1054,2
1061,1
1064,1
1065,2
1068,1
1070,1
1072,3
1074,2
1075,2
1078,3
1080,2
1081,1
1082,1
1085,1
1087,2
1089,1
1091,1
1094,2
1100,3
1101,1
1103,2
1106,1
1107,1
1108,1
1112,1
1113,1
1115,3
1116,1
1118,1
1122,1
1123,1
1125,1
1126,2
1127,1
1133,1
1136,2
1137,1
1138,1
1141,1
1147,2
1150,1
1151,1
1153,1
1154,3
1157,2
1158,1
1159,1
1161,1
1163,2
1165,1
1167,1
1168,1
1169,1
1170,1
1171,1
1174,1
1175,2
1177,2
1180,1
1182,1
1183,3
1184,1
1185,1
1186,1
1187,1
1188,1
1190,2
1191,1
1192,1
1193,1
1198,1
1200,1
1201,1
1202,1
1203,2
1205,2
1206,1
1210,1
1213,1
1214,2
1215,1
1216,2
1217,1
1220,1
1222,1
1223,2
1224,2
1227,1
1228,1
1229,2
1231,1
1232,2
1234,2
1235,1
1236,1
1237,2
1238,2
1239,1
1240,2
1241,1
1242,1
1243,1
1244,1
1247,3
1249,1
1251,2
1252,1
1253,2
1255,3
1257,1
1260,2
1261,2
1262,1
1263,1
1266,1
1268,1
1270,2
1273,2
1274,1
1275,2
1276,1
1277,1
1278,1
1280,1
1281,2
1282,1
1283,1
1284,1
1286,1
1288,2
1291,1
1292,2
1293,2
1295,1
1296,2
1298,3
1303,1
1304,1
1305,1
1306,1
1307,2
1308,1
1314,3
1316,2
1318,1
1319,1
1320,1
1325,2
1326,3
1330,1
1332,1
1335,1
1338,1
1339,1
1342,1
1344,1
1346,1
1347,1
1348,1
1355,2
1357,2
1359,1
1360,1
1364,3
1367,1
1368,1
1371,1
1372,3
1373,4
1374,3
1375,1
1376,1
1377,3
1379,1
1386,1
1389,1
1390,1
1395,1
1398,1
1400,2
1402,1
1405,1
1407,2
1410,1
1411,1
1414,1
1417,1
1420,1
1423,1
1426,2
1427,2
1428,1
1430,1
1431,1
1432,1
1433,2
1434,1
1435,1
1436,1
1438,2
1441,2
1442,1
1443,1
1446,1
1447,1
1452,1
1453,2
1459,2
1460,4
1461,1
1462,2
1464,1
1467,1
1468,1
1471,1
1473,1
1474,1
1475,1
1477,1
1478,1
1481,2
1485,2
1488,1
1489,1
1493,2
1494,1
1495,1
1496,1
1497,1
1500,1
1503,1
1504,1
1505,2
1507,2
1510,3
1513,1
1515,2
1522,1
1525,2
1526,1
1529,1
1534,1
1535,1
1538,1
1544,3
1546,2
1549,1
1550,2
1551,1
1553,4
1555,1
1557,1
1558,1
1560,1
1562,1
1563,1
1565,1
1566,1
1567,4
1568,2
1569,2
1570,1
1573,2
1574,1
1575,1
1576,1
1577,1
1579,1
1581,2
1585,1
1587,1
1588,1
1591,1
1594,2
1596,1
1598,2
1599,2
1601,2
1602,1
1604,1
1605,1
1606,2
1609,1
1613,1
1615,1
1616,1
1617,3
1618,2
1619,1
1620,2
1622,1
1623,1
1624,2
1626,1
1628,1
1629,1
1631,1
1632,1
1637,1
1638,1
1640,2
1644,1
1645,1
1649,1
1652,1
1653,1
1657,2
1658,2
1659,1
1660,1
1662,1
1664,2
1668,1
1671,1
1674,1
1675,1
1677,2
1678,1
1680,1
1681,1
1683,2
1689,1
1691,1
1692,2
1693,1
1697,1
1698,2
1700,2
1702,1
1704,1
1705,1
1706,1
1707,2
1709,1
1721,1
1724,2
1725,1
1726,2
1728,1
1730,3
1733,2
1736,2
1737,2
1738,1
1739,1
1741,1
1742,1
1746,2
1749,3
1751,1
1752,1
1754,2
1755,1
1757,1
1759,1
1760,2
1761,3
1762,2
1765,1
1767,1
1768,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,2
1778,1
1782,2
1784,1
1786,2
1787,2
1788,3
1789,1
1791,2
1792,2
1794,2
1798,2
1799,1
1801,1
1803,1
1804,2
1805,1
1806,1
1807,2
1809,3
1810,1
1811,1
1813,1
1815,1
1818,2
1819,1
1820,1
1821,1
1822,1
1826,1
1827,1
1828,2
1835,1
1837,2
1838,2
1843,1
1844,2
1845,1
1847,1
1848,1
1849,2
1851,2
1852,1
1859,4
1861,1
1862,1
1863,1
1864,2
1865,1
1867,2
1869,1
1873,2
1874,1
1877,2
1880,1
1885,1
1887,1
1890,1
1895,2
1897,2
1898,1
1900,1
1901,1
1903,1
1907,1
1908,1
1911,1
1915,1
1916,2
1918,1
1919,1
1922,1
1923,1
1927,1
1928,1
1930,1
1932,1
1933,4
1940,1
1942,1
1944,2
1945,2
1946,1
1947,3
1948,1
1954,1
1955,1
1958,1
1959,1
1960,3
1961,2
1962,1
1966,2
1969,2
1970,1
1974,1
1976,1
1977,1
1978,2
1979,1
1981,1
1982,3
1983,2
1986,1
1987,3
1990,1
1995,1
1996,1
1998,1
2000,2
2001,1
2002,1
2004,2
2005,1
2006,1
2007,2
2009,1
2012,1
2013,1
2014,2
2015,1
2018,1
2019,2
2020,2
2021,2
2022,1
2025,3
2028,1
2029,1
2030,1
2031,1
2032,2
2033,2
2034,1
2036,1
2038,1
2039,1
2042,1
2045,1
2046,1
2047,2
2049,1
2050,2
2051,2
2052,2
2053,2
2054,5
2055,1
2056,1
2057,2
2058,4
2059,1
2060,1
2061,1
2062,4
2063,2
2064,1
2065,1
2067,2
2069,2
2070,2
2071,4
2072,1
2073,4
2074,2
2075,3
2076,2
2077,2
2079,4
2082,3
2083,1
2084,3
2085,3
2086,3
2087,3
2088,1
2089,2
2090,3
2091,2
2092,3
2093,2
2094,1
2096,1
2097,2
2098,2
2099,4
2100,3
2101,2
2102,1
2103,2
2104,2
2105,4
2106,4
2107,4
2108,1
2109,4
2110,2
2111,2
2112,3
2113,2
2114,4
2115,3
2116,1
2117,6
2118,3
2119,6
2120,6
2121,2
2122,2
2123,3
2125,7
2126,5
2127,3
2128,9
2129,2
2130,1
2131,5
2132,5
2133,3
2134,3
2137,3
2138,2
2139,8
2140,3
2141,1
2142,5
2143,4
2144,6
2145,3
2146,6
2147,1
2148,4
2149,2
2150,3
2151,3
2152,1
2153,5
2154,2
2155,2
2156,2
2157,3
2158,1
2159,2
2160,1
2161,3
2162,1
2164,1
2165,1
2166,3
2169,2
2170,3
2171,2
2172,1
2173,1
2175,2
2176,1
2178,2
2179,5
2180,1
2182,2
2183,2
2185,1
2186,1
2187,1
2191,1
2192,1
2193,2
2194,1
2197,4
2198,2
2199,1
2200,1
2201,2
2202,2
2203,2
2205,1
2206,4
2207,3
2209,5
2210,2
2211,2
2213,2
2214,2
2219,3
2220,1
2221,1
2222,1
2223,3
2224,2
2225,3
2226,2
2227,1
2228,1
2229,1
2230,4
2232,4
2233,2
2234,1
2235,4
2237,2
2238,4
2239,2
2240,2
2242,4
2244,2
2246,3
2247,1
2250,1
2251,3
2253,4
2255,1
2256,1
2257,4
2259,3
2260,1
2261,2
2262,1
2263,5
2264,1
2265,3
2267,1
2268,5
2269,4
2270,2
2271,1
2272,3
2273,4
2274,4
2276,1
2277,2
2278,4
2279,1
2280,3
2281,3
2282,4
2283,1
2285,1
2286,5
2287,2
2288,2
2289,2
2291,2
2292,1
2293,2
2294,1
2295,2
2296,2
2297,2
2298,1
2299,4
2300,2
2301,4
2303,1
2305,2
2306,1
2307,2
2310,3
2312,2
2313,2
2314,1
2315,5
2316,3
2318,1
2319,4
2321,1
2322,2
2324,2
2325,2
2326,1
2327,2
2328,3
2329,3
2333,1
2335,3
2336,1
2338,1
2339,5
2340,1
2341,1
2342,2
2343,1
2344,2
2345,1
2346,2
2347,1
2348,5
2349,4
2350,2
2351,1
2352,2
2353,2
2355,1
2356,2
2357,4
2358,1
2359,2
2360,1
2362,3
2363,2
2364,2
2367,2
2368,1
2371,2
2373,1
2374,1
2375,2
2376,1
2377,1
2378,3
2379,1
2380,4
2381,2
2382,2
2384,1
2385,2
2387,2
2389,3
2392,1
2393,2
2395,1
2398,1
2399,2
2400,1
2402,3
2403,1
2404,1
2405,5
2406,3
2407,1
2408,5
2409,2
2411,1
2412,4
2413,1
2414,1
2416,2
2419,1
2420,3
2421,1
2422,2
2423,2
2424,2
2425,4
2426,1
2427,1
2428,1
2429,1
2430,2
2431,3
2432,1
2433,2
2435,1
2438,4
2439,1
2440,2
2441,2
2444,4
2446,2
2447,1
2448,2
2449,3
2450,2
2451,1
2453,2
2454,2
2455,2
2456,1
2458,1
2459,1
2460,2
2463,2
2464,1
2465,3
2466,3
2467,1
2468,2
2469,1
2470,1
2471,2
2473,1
2474,1
2475,1
2476,1
2477,2
2478,1
2480,1
2482,1
2483,1
2484,3
2485,2
2486,1
2488,1
2489,2
2490,3
2493,1
2494,2
2495,1
2496,1
2497,1
2498,1
2499,2
2500,1
2501,3
2503,2
2505,1
2506,1
2507,1
2508,2
2509,1
2511,2
2514,2
2517,2
2518,2
2519,1
2521,2
2522,4
2523,3
2524,2
2525,1
2526,2
2527,2
2528,2
2530,1
2532,4
2533,3
2534,1
2535,5
2536,1
2537,1
2539,1
2540,1
2541,1
2543,1
2544,4
2545,2
2547,2
2548,2
2549,1
2550,1
2552,2
2553,5
2554,4
2555,2
2557,5
2558,2
2560,3
2561,1
2562,2
2563,3
2565,2
2566,1
2568,4
2569,1
2571,5
2572,1
2573,1
2574,3
2575,1
2576,3
2577,3
2579,2
2581,2
2584,2
2586,1
2587,3
2588,1
2591,1
2592,1
2593,2
2594,2
2595,1
2597,1
2598,1
2599,2
2600,2
2603,1
2604,3
2605,1
2606,1
2609,2
2610,1
2612,1
2613,3
2614,4
2615,1
2616,3
2617,3
2618,2
2619,1
2621,1
2624,2
2625,3
2627,2
2629,3
2630,2
2632,2
2633,2
2634,1
2635,1
2637,1
2641,3
2642,3
2643,2
2645,3
2646,2
2647,1
2648,1
2651,3
2653,1
2654,2
2655,1
2656,2
2657,3
2659,1
2660,1
2661,2
2662,1
2664,2
2665,2
2666,1
2669,1
2670,2
2671,4
2672,1
2673,4
2675,5
2676,3
2678,4
2679,1
2680,3
2681,5
2683,2
2684,2
2685,1
2686,1
2687,3
2688,1
2689,1
2690,1
2691,3
2692,1
2693,1
2694,4
2695,2
2698,1
2699,2
2701,1
2702,2
2703,1
2704,1
2705,1
2706,2
2707,4
2710,1
2711,1
2712,2
2713,4
2714,3
2718,1
2719,1
2720,1
2721,2
2722,1
2723,2
2725,1
2726,1
2727,2
2729,1
2731,4
2732,2
2733,2
2734,2
2735,1
2737,1
2739,2
2741,1
2742,2
2743,2
2745,1
2746,3
2747,4
2748,1
2749,2
2750,2
2751,2
2752,1
2753,1
2757,4
2758,2
2760,4
2761,1
2762,1
2763,1
2764,3
2765,5
2767,1
2768,1
2769,3
2770,2
2772,1
2773,3
2774,1
2775,2
2778,1
2780,3
2781,3
2784,3
2785,2
2786,2
2787,2
2788,2
2790,4
2792,2
2794,2
2795,1
2797,2
2801,1
2802,3
2803,4
2805,1
2807,1
2808,2
2809,2
2810,3
2812,1
2813,2
2814,1
2816,1
2817,2
2818,4
2819,2
2820,3
2821,4
2822,4
2823,1
2824,2
2825,3
2826,2
2827,1
2829,2
2830,2
2831,2
2832,3
2833,2
2834,1
2835,3
2836,2
2837,1
2838,2
2839,1
2843,3
2844,1
2845,1
2846,2
2848,2
2849,5
2850,2
2851,3
2852,2
2853,2
2854,1
2855,1
2856,2
2857,1
2858,1
2859,2
2860,1
2861,2
2862,2
2865,2
2866,3
2867,1
2868,3
2869,7
2871,1
2874,2
2875,1
2876,1
2878,3
2879,3
2880,5
2881,3
2882,2
2883,1
2884,1
2885,2
2886,1
2887,2
2888,1
2890,3
2891,1
2892,1
2893,1
2895,2
2896,1
2897,1
2899,3
2900,2
2901,1
2902,5
2903,2
2904,1
2905,4
2906,2
2907,1
2908,2
2909,1
2910,2
2911,3
2912,1
2913,3
2914,3
2915,1
2916,1
2917,1
2919,3
2920,2
2921,1
2922,2
2924,3
2925,3
2926,1
2927,2
2928,2
2929,2
2930,2
2931,2
2932,2
2933,1
2935,3
2936,1
2937,1
2938,1
2939,2
2940,2
2941,1
2942,1
2943,2
2944,1
2945,2
2946,1
2947,5
2948,3
2949,1
2950,2
2951,2
2952,3
2953,2
2954,2
2955,2
2956,1
2957,2
2958,3
2959,4
2960,1
2961,6
2962,3
2963,4
2965,2
2966,1
2967,1
2968,4
2969,1
2972,2
2974,1
2976,1
2977,1
2978,1
2979,2
2980,4
2982,1
2985,1
2989,2
2990,1
2992,4
2993,1
2996,1
2997,1
2999,1
3000,1
3001,2
3003,4
3004,1
3005,2
3006,1
3007,2
3008,1
3009,1
3010,2
3012,2
3013,1
3014,3
3015,1
3016,2
3017,4
3018,1
3019,2
3021,3
3022,2
3023,1
3024,1
3025,1
3027,1
3028,2
3030,4
3031,3
3032,1
3033,2
3034,1
3035,2
3036,1
3037,3
3038,1
3040,1
3041,2
3042,2
3043,2
3044,3
3046,2
3047,2
3048,1
3051,3
3053,4
3054,1
3055,1
3056,1
3058,3
3059,2
3060,3
3061,1
3063,1
3066,1
3067,5
3068,2
3069,1
3070,4
3071,2
3072,1
3073,4
3074,1
3075,3
3076,2
3077,5
3078,1
3079,3
3080,3
3081,2
3082,1
3083,1
3084,3
3085,1
3086,1
3087,1
3089,4
3091,2
3092,1
3093,1
3094,2
3095,3
3096,2
3097,7
3098,3
3099,3
3100,1
3101,1
3102,3
3103,2
3104,2
3105,2
3106,4
3107,1
3110,4
3111,5
3113,2
3114,1
3115,2
3116,3
3117,3
3118,2
3119,2
3121,1
3122,1
3125,2
3126,3
3127,1
3128,2
3129,2
3130,3
3131,3
3132,6
3133,4
3134,2
3135,3
3136,2
3137,2
3138,5
3139,2
3140,4
3141,3
3142,2
3143,1
3144,4
3145,1
3146,5
3147,3
3148,3
3151,1
3153,2
3154,3
3155,4
3156,1
3157,3
3158,2
3159,2
3161,3
3163,3
3165,2
3166,3
3168,2
3169,2
3170,2
3171,1
3172,3
3173,2
3175,2
3176,5
3177,2
3178,2
3179,2
3181,1
3182,2
3183,3
3184,1
3186,1
3187,2
3188,2
3189,1
3190,1
3191,2
3193,2
3194,4
3196,1
3199,2
3200,2
3202,1
3203,2
3204,1
3205,2
3207,1
3208,1
3209,2
3210,1
3212,3
3214,1
3216,1
3217,3
3218,1
3219,2
3220,3
3221,3
3222,1
3224,3
3225,4
3226,3
3227,4
3228,2
3229,3
3230,8
3233,1
3234,4
3235,1
3236,4
3237,2
3238,5
3239,1
3240,1
3241,2
3242,4
3245,2
3246,2
3247,2
3248,2
3249,2
3250,1
3251,2
3252,2
3253,3
3254,2
3256,2
3257,2
3258,5
3259,1
3260,3
3261,3
3263,3
3264,1
3265,6
3267,3
3268,1
3269,1
3270,4
3271,1
3272,3
3273,3
3274,2
3275,3
3279,2
3280,2
3281,2
3282,2
3283,2
3285,1
3286,1
3288,1
3290,1
3291,1
3292,5
3293,2
3295,1
3296,1
3298,2
3299,2
3301,1
3305,1
3306,2
3307,3
3308,2
3310,2
3311,2
3312,2
3313,2
3314,2
3317,3
3318,1
3319,1
3320,4
3321,4
3322,3
3324,2
3326,2
3327,3
3328,3
3330,1
3331,1
3332,2
3333,3
3336,1
3337,2
3338,2
3339,1
3340,2
3341,3
3342,2
3343,4
3344,3
3346,1
3347,1
3348,1
3349,3
3350,2
3351,2
3352,3
3353,2
3354,2
3355,3
3356,4
3357,4
3358,2
3359,3
3360,3
3361,3
3362,2
3363,1
3364,3
3365,2
3366,2
3367,2
3369,1
3370,1
3371,2
3372,3
3373,4
3374,4
3375,2
3376,3
3377,2
3378,4
3380,1
3381,4
3382,4
3383,2
3384,4
3385,5
3386,8
3387,4
3388,3
3389,2
3390,4
3391,6
3392,1
3393,2
3394,7
3395,3
3396,4
3397,2
3398,2
3399,3
3400,1
3401,1
3403,1
3404,4
3405,2
3407,2
3408,1
3409,2
3410,2
3411,2
3412,2
3413,1
3414,2
3415,2
3416,2
3417,1
3418,2
3420,1
3421,3
3423,2
3424,2
3425,1
3427,4
3428,1
3429,1
3430,3
3431,1
3432,7
3433,2
3434,2
3436,1
3437,2
3438,2
3439,3
3442,2
3444,1
3445,2
3446,1
3447,2
3448,1
3449,2
3450,3
3451,1
3452,1
3453,1
3454,3
3455,1
3457,2
3458,2
3459,3
3460,1
3461,4
3462,1
3463,1
3464,2
3465,2
3466,2
3468,3
3469,2
3470,1
3473,2
3474,1
3475,2
3476,4
3477,7
3478,2
3479,3
3480,3
3481,4
3484,1
3485,4
3486,1
3487,3
3488,4
3489,2
3490,2
3491,2
3492,2
3493,5
3494,5
3495,7
3496,4
3497,5
3499,1
3500,2
3501,2
3502,2
3503,3
3505,1
3506,1
3507,1
3508,1
3509,1
3510,1
3512,2
3513,2
3515,3
3516,1
3519,1
3520,3
3521,1
3522,3
3524,4
3526,2
3527,3
3528,2
3530,1
3531,1
3532,2
3533,5
3534,3
3536,3
3538,3
3539,2
3541,2
3542,1
3543,2
3544,4
3546,1
3547,4
3550,1
3551,1
3552,3
3554,3
3555,1
3556,2
3558,1
3560,2
3561,2
3563,2
3564,2
3565,2
3566,2
3567,1
3568,1
3569,1
3571,1
3572,2
3573,2
3574,1
3575,2
3577,1
3578,1
3579,2
3581,1
3582,6
3583,2
3585,2
3586,1
3588,3
3589,2
3590,2
3591,1
3592,5
3593,2
3594,3
3595,2
3596,2
3597,1
3598,4
3599,1
3600,1
3603,3
3604,1
3606,4
3607,1
3608,3
3611,1
3613,1
3615,2
3616,1
3617,5
3618,3
3619,3
3620,1
3621,2
3622,2
3624,2
3625,2
3626,1
3628,2
3629,1
3630,2
3631,3
3632,3
3633,1
3634,1
3635,1
3636,2
3639,3
3641,1
3642,4
3643,4
3644,1
3645,1
3646,2
3648,1
3649,2
3650,1
3652,2
3653,1
3654,4
3655,2
3657,1
3658,2
3661,1
3664,1
3665,1
3667,1
3668,1
3670,3
3671,2
3674,4
3676,1
3679,1
3680,1
3681,1
3682,1
3683,2
3684,2
3685,3
3686,2
3687,1
3688,3
3689,1
3690,4
3691,2
3692,2
3693,5
3694,7
3695,5
3696,5
3697,4
3698,3
3699,1
3700,7
3701,2
3702,2
3703,2
3704,3
3705,6
3706,2
3707,2
3708,2
3709,4
3710,3
3711,5
3712,3
3714,1
3717,7
3718,1
3719,3
3720,1
3721,5
3722,1
3724,1
3725,6
3726,1
3727,3
3728,1
3730,2
3732,3
3733,4
3734,3
3735,4
3736,5
3737,3
3739,5
3740,1
3741,1
3742,3
3743,1
3744,4
3745,6
3746,1
3747,3
3748,4
3749,4
3750,2
3751,4
3752,1
3753,2
3754,8
3755,3
3756,5
3757,5
3758,4
3759,1
3760,3
3761,5
3762,1
3764,4
3765,6
3766,9
3767,12
3768,7
3769,11
3770,11
3771,6
3772,20
3773,10
3775,14
3776,11
3777,11
3778,15
3779,7
3780,4
3781,6
3782,7
3783,5
3784,8
3785,7
3786,10
3787,10
3788,9
3789,9
3790,3
3791,8
3792,12
3793,5
3794,3
3795,2
3796,6
3797,8
3798,12
3799,6
3800,13
3801,8
3802,12
3803,11
3804,6
3805,8
3806,7
3807,7
3808,5
3809,3
3810,8
3811,6
3812,4
3813,10
3814,2
3815,6
3816,3
3817,12
3818,7
3819,9
3820,9
3821,3
3822,9
3823,8
3824,7
3825,6
3826,5
3827,5
3828,6
3829,6
3830,1
3831,4
3832,3
3833,2
3834,14
3835,10
3836,5
3837,9
3838,5
3839,5
3840,10
3841,3
3842,3
3843,1
3844,6
3845,9
3846,7
3847,4
3848,1
3849,5
3850,6
3851,4
3852,7
3853,2
3854,6
3855,10
3856,9
3857,6
3858,2
3859,11
3860,16
3861,13
3862,13
3863,9
3864,11
3865,9
3866,7
3867,7
3868,6
3869,3
3870,6
3871,7
3872,14
3873,13
3874,17
3876,11
3877,10
3878,9
3879,9
3880,10
3881,10
3882,7
3883,4
3884,8
3885,4
3886,5
3887,5
3888,9
3889,15
3890,7
3891,9
3892,7
3893,8
3894,9
3895,5
3896,11
3897,5
3898,3
3899,10
3900,7
3901,3
3902,7
3903,3
3904,2
3905,5
3906,5
3907,3
3908,3
3909,7
3910,5
3911,3
3912,3
3913,2
3914,2
3915,4
3916,7
3917,3
3918,3
3919,6
3920,6
3921,5
3922,4
3923,2
3924,7
3925,8
3927,3
3928,4
3929,5
3930,5
3931,3
3932,18
3933,8
3934,8
3935,5
3936,9
3937,12
3938,9
3939,3
3940,5
3941,4
3942,8
3943,13
3944,5
3945,6
3946,3
3947,3
3948,8
3949,6
3950,15
3951,5
3952,7
3953,15
3954,14
3955,4
3956,5
3957,5
3958,4
3959,9
3960,16
3961,7
3962,4
3963,4
3964,6
3965,9
3966,8
3967,7
3968,6
3969,7
3970,3
3971,5
3972,4
3973,6
3974,6
3975,6
3976,8
3977,1
3978,7
3979,9
3980,5
3981,4
3982,6
3983,3
3984,7
3985,7
3986,2
3987,3
3988,11
3989,13
3990,9
3991,7
3992,11
3993,9
3994,8
3995,8
3996,12
3997,10
3998,6
3999,11
4000,16
4001,9
4002,7
4003,10
4004,12
4005,10
4006,12
4007,8
4008,11
4009,10
4010,10
4011,6
4012,11
4013,8
4014,9
4015,4
4016,14
4017,8
4018,8
4019,5
4020,7
4021,5
4022,7
4023,7
4024,8
4025,11
4026,8
4027,4
4028,5
4029,8
4030,6
4031,7
4032,14
4033,8
4034,13
4035,13
4036,12
4037,10
4038,11
4039,5
4040,15
4041,8
4042,14
4043,11
4044,19
4046,24
4047,6
4049,21
4050,8
4052,11
4053,13
4054,14
4055,11
4056,14
4057,14
4058,1
4059,12
4060,13
4061,15
4062,13
4064,13
4065,10
4066,8
4067,10
4068,7
4069,6
4070,7
4071,8
4072,6
4073,7
4074,7
4075,5
4076,5
4077,2
4078,4
4079,1
4080,5
4081,6
4082,2
4083,6
4084,4
4085,5
4086,3
4087,8
4088,4
4089,7
4090,6
4091,7
4092,4
4093,1
4094,4
4095,5
4096,4
4097,2
4098,7
4099,5
4100,6
4101,4
4102,6
4103,5
4104,8
4105,8
4106,7
4107,6
4108,5
4109,3
4110,4
4111,5
4112,3
4113,4
4114,2
4115,5
4116,2
4117,5
4118,3
4119,3
4121,9
4122,1
4123,2
4124,8
4125,7
4126,5
4127,4
4128,4
4129,7
4130,2
4131,11
4132,5
4133,6
4134,8
4135,8
4136,5
4137,14
4138,13
4139,14
4140,17
4142,19
4143,15
4145,5
4146,19
4147,8
4148,9
4149,12
4150,12
4151,16
4152,9
4153,15
4154,6
4155,8
4156,6
4157,7
4158,7
4159,8
4160,15
4161,10
4162,12
4163,14
4164,12
4166,14
4167,19
4168,7
4169,2
4170,15
4171,12
4172,6
4173,13
4174,5
4175,16
4176,7
4177,11
4178,16
4179,13
4180,5
4181,9
4182,9
4183,6
4184,8
4185,8
4186,5
4187,8
4188,5
4189,4
4190,4
4191,7
4192,7
4193,9
4194,3
4195,8
4196,10
4197,7
4198,9
4199,13
4200,7
4201,8
4202,9
4203,14
4204,11
4205,13
4206,17
4207,10
4208,12
4209,10
4210,15
4211,9
4212,12
4213,8
4214,9
4215,10
4216,4
4217,7
4218,8
4219,8
4220,11
4221,10
4222,10
4223,7
4224,8
4225,13
4226,12
4227,5
4228,14
4229,15
4230,12
4231,15
4232,1
4233,10
4234,13
4235,13
4237,14
4238,9
4239,9
4240,11
4241,11
4242,13
4243,5
4244,12
4245,12
4246,14
4247,10
4248,7
4249,7
4250,9
4251,8
4252,11
4253,3
4254,12
4255,7
4256,9
4257,4
4258,8
4259,4
4260,4
4261,9
4262,11
4263,13
4264,3
4265,11
4266,9
4267,7
4268,6
4269,9
4270,10
4271,16
4272,13
4273,11
4275,21
4276,11
4278,14
4279,12
4280,14
4281,15
4282,10
4283,14
4284,10
4285,7
4286,8
4287,14
4288,9
4289,6
4290,6
4291,7
4292,14
4293,16
4294,10
4295,14
4296,15
4297,17
4299,16
4300,25
4302,23
4303,11
4305,29
4306,1
4308,13
4309,1
4311,20
4312,10
4314,8
4315,13
4316,10
4317,14
4318,11
4319,8
4320,7
4321,10
4322,6
4323,7
4324,18
4325,12
4326,18
4328,28
4331,28
4334,30
4337,30
4340,27
4341,13
4343,2
4344,21
4346,1
4347,23
4350,20
4351,19
4353,27
4354,7
4356,24
4357,6
4360,27
4361,13
4363,1
4364,29
4366,1
4367,24
4368,13
4370,18
4371,18
4374,28
4375,5
4377,23
4378,17
4380,22
4381,15
4383,11
4384,17
4385,9
4387,9
4388,14
4389,19
4391,17
4392,13
4393,10
4394,8
4395,8
4396,15
4397,10
4399,6
4400,9
4401,10
4402,13
4403,12
4404,5
4405,11
4406,9
4407,4
4408,8
4409,6
4411,8
4412,7
4413,4
4414,5
4415,3
4416,6
4417,7
4418,3
4419,5
4420,8
4421,4
4422,5
4423,2
4424,4
4425,4
4426,2
4427,4
4428,6
4429,8
4430,1
4431,2
4432,10
4433,6
4434,4
4435,9
4436,2
4437,4
4438,6
4439,8
4440,4
4441,7
4442,9
4443,6
4444,5
4445,3
4446,3
4447,7
4448,5
4449,7
4450,2
4451,5
4452,7
4453,7
4454,7
4455,7
4456,1
4457,3
4458,5
4459,7
4460,6
4461,8
4462,5
4463,9
4464,7
4465,9
4466,13
4467,14
4468,5
4469,5
4470,14
4471,7
4472,9
4473,7
4474,11
4475,7
4476,6
4477,2
4478,2
4479,4
4480,8
4481,7
4482,8
4483,8
4484,4
4485,6
4486,7
4487,2
4488,10
4489,5
4490,7
4491,10
4492,4
4493,5
4494,5
4495,3
4496,3
4497,3
4498,3
4499,6
4500,9
4501,13
4502,14
4503,10
4504,12
4505,11
4506,8
4507,8
4508,10
4509,7
4510,10
4511,7
4512,4
4513,3
4514,5
4515,8
4517,6
4518,3
4519,8
4520,9
4521,11
4522,9
4523,6
4524,11
4525,3
4526,6
4527,8
4528,8
4529,2
4530,3
4531,4
4532,4
4533,6
4534,2
4535,6
4536,7
4537,3
4538,3
4539,7
4540,10
4541,7
4542,1
4543,9
4544,6
4545,7
4546,5
4547,10
4548,10
4549,12
4550,9
4551,10
4552,11
4553,8
4554,6
4555,17
4556,8
4557,7
4558,5
4559,8
4560,9
4561,5
4562,12
4563,9
4564,6
4565,4
4566,3
4567,3
4568,2
4569,4
4570,8
4571,14
4572,12
4573,16
4574,7
4575,8
4576,10
4577,10
4578,14
4579,20
4581,14
4582,13
4583,9
4584,14
4585,15
4586,5
4587,6
4588,4
4589,19
4590,10
4591,6
4592,12
4593,9
4594,9
4595,11
4596,5
4597,9
4598,13
4599,6
4600,9
4601,5
4602,7
4603,7
4604,8
4605,9
4606,4
4607,5
4608,8
4609,5
4610,14
4611,9
4612,9
4613,12
4614,6
4615,13
4616,5
4617,6
4618,6
4619,7
4620,6
4621,7
4622,4
4623,3
4624,3
4625,2
4626,3
4627,1
4628,1
4629,2
4630,3
4631,3
4632,6
4633,3
4634,1
4635,3
4636,9
4637,1
4638,3
4639,3
4640,4
4641,2
4642,6
4643,1
4644,2
4645,5
4646,4
4647,3
4648,3
4649,1
4650,3
4651,5
4652,5
4653,4
4654,4
4655,2
4656,6
4657,7
4658,9
4659,2
4660,5
4661,5
4662,4
4663,10
4664,8
4665,9
4666,9
4667,5
4668,9
4669,7
4670,2
4671,8
4672,5
4673,2
4674,3
4675,8
4676,7
4677,11
4678,4
4679,9
4680,5
4681,6
